onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,source,min_education
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Reading Comprehension, Complex Problem Solving, Speaking",onet,Bachelor's or equivalent
29-1051.00,Pharmacists,Healthcare,Science,I,S,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Monitoring, Writing",onet,Bachelor's or equivalent
31-9095.00,Pharmacy Aides,Healthcare,Science,C,E,"Active Listening, Service Orientation, Speaking, Reading Comprehension, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
29-2052.00,Pharmacy Technicians,Healthcare,Science,C,R,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Active Learning, Complex Problem Solving",onet,Bachelor's or equivalent
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Education,Arts,S,I,"Reading Comprehension, Active Listening, Instructing, Speaking, Critical Thinking, Writing",onet,Bachelor's or equivalent
31-9097.00,Phlebotomists,Healthcare,Science,R,C,"Service Orientation, Social Perceptiveness, Active Listening, Speaking, Critical Thinking, Coordination",onet,Bachelor's or equivalent
27-4021.00,Photographers,Creative Arts,Arts,R,A,"Active Listening, Speaking, Service Orientation, Active Learning, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
51-9151.00,Photographic Process Workers and Processing Machine Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Quality Control Analysis, Reading Comprehension, Service Orientation, Speaking",onet,Bachelor's or equivalent
17-2199.07,Photonics Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Writing, Active Listening, Active Learning, Mathematics",onet,Bachelor's or equivalent
17-3029.08,Photonics Technicians,Engineering,Science,R,C,"Reading Comprehension, Active Listening, Critical Thinking, Operations Monitoring, Quality Control Analysis, Active Learning",onet,Bachelor's or equivalent
29-1229.04,Physical Medicine and Rehabilitation Physicians,Healthcare,Science,I,S,"Critical Thinking, Active Listening, Reading Comprehension, Social Perceptiveness, Speaking, Judgment and Decision Making",onet,Bachelor's or equivalent
31-2022.00,Physical Therapist Aides,Healthcare,Science,S,R,"Active Listening, Monitoring, Service Orientation, Coordination, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
31-2021.00,Physical Therapist Assistants,Healthcare,Science,S,R,"Active Listening, Monitoring, Social Perceptiveness, Speaking, Active Learning, Critical Thinking",onet,Bachelor's or equivalent
29-1123.00,Physical Therapists,Healthcare,Science,S,I,"Active Listening, Critical Thinking, Reading Comprehension, Service Orientation, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
29-1222.00,"Physicians, Pathologists",Healthcare,Science,I,R,"Reading Comprehension, Critical Thinking, Writing, Active Learning, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
19-2012.00,Physicists,Research & Science,Science,I,R,"Science, Mathematics, Reading Comprehension, Critical Thinking, Speaking, Active Learning",onet,Bachelor's or equivalent
25-1054.00,"Physics Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Reading Comprehension, Science, Speaking, Active Learning, Active Listening",onet,Bachelor's or equivalent
47-2072.00,Pile Driver Operators,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Monitoring, Troubleshooting, Active Listening",onet,Bachelor's or equivalent
47-2151.00,Pipelayers,Construction,Vocational,R,C,"Operation and Control, Active Listening, Coordination, Critical Thinking, Operations Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
47-2161.00,Plasterers and Stucco Masons,Construction,Vocational,R,C,"Active Listening, Quality Control Analysis, Time Management",onet,Bachelor's or equivalent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Monitoring, Operation and Control, Reading Comprehension, Coordination",onet,Bachelor's or equivalent
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Construction,Vocational,R,C,"Critical Thinking, Judgment and Decision Making, Repairing, Troubleshooting, Monitoring, Complex Problem Solving",onet,Bachelor's or equivalent
29-1081.00,Podiatrists,Healthcare,Science,I,R,"Active Learning, Active Listening, Critical Thinking, Reading Comprehension, Speaking, Judgment and Decision Making",onet,Bachelor's or equivalent
27-3043.05,"Poets, Lyricists and Creative Writers",Creative Arts,Arts,A,I,"Writing, Reading Comprehension, Speaking, Active Learning, Critical Thinking, Active Listening",onet,Bachelor's or equivalent
33-3051.00,Police and Sheriff's Patrol Officers,Public Safety,Vocational,R,C,"Active Listening, Social Perceptiveness, Speaking, Active Learning, Critical Thinking, Coordination",onet,Bachelor's or equivalent
33-3021.02,Police Identification and Records Officers,Public Safety,Vocational,C,R,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Writing, Active Learning",onet,Bachelor's or equivalent
25-1065.00,"Political Science Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Reading Comprehension, Active Learning, Active Listening, Instructing, Writing",onet,Bachelor's or equivalent
19-3094.00,Political Scientists,Research & Science,Science,I,A,"Reading Comprehension, Active Learning, Active Listening, Speaking, Critical Thinking, Writing",onet,Bachelor's or equivalent
11-9131.00,Postmasters and Mail Superintendents,Management,Commerce,E,C,"Active Listening, Coordination, Reading Comprehension, Social Perceptiveness, Speaking, Time Management",onet,Bachelor's or equivalent
51-9195.05,"Potters, Manufacturing",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
51-4052.00,"Pourers and Casters, Metal",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring",onet,Bachelor's or equivalent
51-8012.00,Power Distributors and Dispatchers,Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Complex Problem Solving",onet,Bachelor's or equivalent
51-8013.00,Power Plant Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Speaking, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
19-4012.01,Precision Agriculture Technicians,Research & Science,Science,R,I,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Active Learning",onet,Bachelor's or equivalent
51-5111.00,Prepress Technicians and Workers,Manufacturing,Vocational,C,R,"Active Listening, Critical Thinking, Monitoring, Speaking, Time Management, Complex Problem Solving",onet,Bachelor's or equivalent
25-2011.00,"Preschool Teachers, Except Special Education",Education,Arts,S,A,"Instructing, Speaking, Active Listening, Learning Strategies, Coordination, Critical Thinking",onet,Bachelor's or equivalent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Manufacturing,Vocational,R,C,Operation and Control,onet,Bachelor's or equivalent
29-1229.05,Preventive Medicine Physicians,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
51-5113.00,Print Binding and Finishing Workers,Manufacturing,Vocational,C,R,"Operations Monitoring, Critical Thinking, Judgment and Decision Making, Monitoring, Reading Comprehension, Complex Problem Solving",onet,Bachelor's or equivalent
51-5112.00,Printing Press Operators,Manufacturing,Vocational,C,R,"Quality Control Analysis, Operations Monitoring, Monitoring, Operation and Control, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
33-9021.00,Private Detectives and Investigators,Public Safety,Vocational,C,E,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Complex Problem Solving, Writing",onet,Bachelor's or equivalent
43-3061.00,Procurement Clerks,Administration,Commerce,C,E,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Monitoring, Social Perceptiveness",onet,Bachelor's or equivalent
27-2012.00,Producers and Directors,Creative Arts,Arts,A,E,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Coordination",onet,Bachelor's or equivalent
43-5061.00,"Production, Planning, and Expediting Clerks",Administration,Commerce,C,E,"Reading Comprehension, Speaking, Active Listening, Time Management, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
13-1082.00,Project Management Specialists,Finance,Commerce,E,C,,onet,Bachelor's or equivalent
43-9081.00,Proofreaders and Copy Markers,Administration,Commerce,C,A,"Reading Comprehension, Writing, Speaking, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
11-9141.00,"Property, Real Estate, and Community Association Managers",Management,Commerce,E,C,"Speaking, Reading Comprehension, Active Listening, Coordination, Writing, Critical Thinking",onet,Bachelor's or equivalent
29-1024.00,Prosthodontists,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Speaking, Complex Problem Solving, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
31-1133.00,Psychiatric Aides,Healthcare,Science,S,I,"Service Orientation, Social Perceptiveness, Speaking, Active Listening, Monitoring, Critical Thinking",onet,Bachelor's or equivalent
29-2053.00,Psychiatric Technicians,Healthcare,Science,S,I,"Social Perceptiveness, Active Listening, Monitoring, Coordination, Speaking, Reading Comprehension",onet,Bachelor's or equivalent
29-1223.00,Psychiatrists,Healthcare,Science,I,S,"Active Listening, Social Perceptiveness, Critical Thinking, Speaking, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
25-1066.00,"Psychology Teachers, Postsecondary",Education,Arts,S,I,"Learning Strategies, Instructing, Reading Comprehension, Speaking, Active Listening, Writing",onet,Bachelor's or equivalent
11-2032.00,Public Relations Managers,Management,Commerce,E,C,,onet,Bachelor's or equivalent
27-3031.00,Public Relations Specialists,Creative Arts,Arts,E,A,"Active Listening, Speaking, Reading Comprehension, Social Perceptiveness, Writing, Coordination",onet,Bachelor's or equivalent
43-5031.00,Public Safety Telecommunicators,Administration,Commerce,C,R,"Active Listening, Speaking, Social Perceptiveness, Coordination, Critical Thinking, Service Orientation",onet,Bachelor's or equivalent
53-7072.00,"Pump Operators, Except Wellhead Pumpers",Logistics & Transport,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Active Listening, Critical Thinking, Reading Comprehension",onet,Bachelor's or equivalent
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Finance,Commerce,C,E,"Negotiation, Reading Comprehension, Active Listening, Complex Problem Solving, Speaking, Writing",onet,Bachelor's or equivalent
11-3061.00,Purchasing Managers,Management,Commerce,E,C,"Active Listening, Management of Personnel Resources, Speaking, Monitoring, Negotiation, Reading Comprehension",onet,Bachelor's or equivalent
19-4099.01,Quality Control Analysts,Research & Science,Science,C,I,"Quality Control Analysis, Monitoring, Reading Comprehension, Active Listening, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
11-3051.01,Quality Control Systems Managers,Management,Commerce,C,E,"Judgment and Decision Making, Quality Control Analysis, Reading Comprehension, Active Listening, Monitoring, Speaking",onet,Bachelor's or equivalent
29-1124.00,Radiation Therapists,Healthcare,Science,R,S,"Active Listening, Reading Comprehension, Critical Thinking, Operations Monitoring, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
17-2072.01,Radio Frequency Identification Device Specialists,Engineering,Science,C,R,"Critical Thinking, Active Listening, Speaking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Installation, Active Listening, Critical Thinking, Reading Comprehension",onet,Bachelor's or equivalent
29-2034.00,Radiologic Technologists and Technicians,Healthcare,Science,R,C,"Active Listening, Social Perceptiveness, Reading Comprehension, Service Orientation, Speaking, Monitoring",onet,Bachelor's or equivalent
29-1224.00,Radiologists,Healthcare,Science,I,R,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Judgment and Decision Making, Writing",onet,Bachelor's or equivalent
49-3043.00,Rail Car Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Equipment Maintenance, Critical Thinking, Operations Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Logistics & Transport,Vocational,R,C,"Operation and Control, Monitoring, Operations Monitoring, Speaking, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Troubleshooting, Coordination, Critical Thinking",onet,Bachelor's or equivalent
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Logistics & Transport,Vocational,R,C,"Monitoring, Operations Monitoring, Active Listening, Critical Thinking, Operation and Control, Reading Comprehension",onet,Bachelor's or equivalent
53-4031.00,Railroad Conductors and Yardmasters,Logistics & Transport,Vocational,R,C,"Coordination, Monitoring, Speaking, Critical Thinking, Active Listening, Judgment and Decision Making",onet,Bachelor's or equivalent
19-1031.02,Range Managers,Research & Science,Science,R,I,"Active Listening, Reading Comprehension, Critical Thinking, Speaking, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
41-9021.00,Real Estate Brokers,Sales,Commerce,E,C,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Negotiation",onet,Bachelor's or equivalent
41-9022.00,Real Estate Sales Agents,Sales,Commerce,E,C,"Active Listening, Speaking, Negotiation, Coordination, Social Perceptiveness, Critical Thinking",onet,Bachelor's or equivalent
43-4171.00,Receptionists and Information Clerks,Administration,Commerce,C,E,"Speaking, Active Listening, Service Orientation, Critical Thinking, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Active Listening, Learning Strategies, Reading Comprehension, Writing",onet,Bachelor's or equivalent
29-1125.00,Recreational Therapists,Healthcare,Science,S,I,"Service Orientation, Active Listening, Coordination, Social Perceptiveness, Speaking, Critical Thinking",onet,Bachelor's or equivalent
49-3092.00,Recreational Vehicle Service Technicians,Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Complex Problem Solving, Equipment Maintenance, Operation and Control, Operations Monitoring",onet,Bachelor's or equivalent
53-7062.04,Recycling and Reclamation Workers,Logistics & Transport,Vocational,R,C,"Operation and Control, Active Listening, Monitoring, Operations Monitoring",onet,Bachelor's or equivalent
53-1042.01,Recycling Coordinators,Logistics & Transport,Vocational,E,C,"Speaking, Management of Personnel Resources, Active Listening, Coordination, Critical Thinking, Time Management",onet,Bachelor's or equivalent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Repairing, Active Listening, Equipment Maintenance, Operation and Control",onet,Bachelor's or equivalent
53-7081.00,Refuse and Recyclable Material Collectors,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring",onet,Bachelor's or equivalent
29-1141.00,Registered Nurses,Healthcare,Science,S,C,"Social Perceptiveness, Active Listening, Coordination, Critical Thinking, Service Orientation, Speaking",onet,Bachelor's or equivalent
11-9199.01,Regulatory Affairs Managers,Management,Commerce,E,C,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
13-1041.07,Regulatory Affairs Specialists,Finance,Commerce,C,E,"Active Listening, Speaking, Writing, Critical Thinking, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
21-1015.00,Rehabilitation Counselors,Social Service,Arts,S,I,"Active Listening, Service Orientation, Social Perceptiveness, Speaking, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
47-2171.00,Reinforcing Iron and Rebar Workers,Construction,Vocational,R,C,"Coordination, Critical Thinking",onet,Bachelor's or equivalent
19-2099.01,Remote Sensing Scientists and Technologists,Research & Science,Science,I,R,"Critical Thinking, Reading Comprehension, Active Listening, Science, Speaking, Writing",onet,Bachelor's or equivalent
19-4099.03,Remote Sensing Technicians,Research & Science,Science,C,R,"Critical Thinking, Mathematics, Reading Comprehension, Speaking, Active Listening, Judgment and Decision Making",onet,Bachelor's or equivalent
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Administration,Commerce,C,S,"Active Listening, Service Orientation, Speaking, Social Perceptiveness, Reading Comprehension, Critical Thinking",onet,Bachelor's or equivalent
29-1126.00,Respiratory Therapists,Healthcare,Science,R,S,"Active Listening, Critical Thinking, Monitoring, Speaking, Active Learning, Reading Comprehension",onet,Bachelor's or equivalent
33-9099.02,Retail Loss Prevention Specialists,Public Safety,Vocational,C,E,"Critical Thinking, Active Listening, Monitoring, Speaking, Judgment and Decision Making, Social Perceptiveness",onet,Bachelor's or equivalent
41-2031.00,Retail Salespersons,Sales,Commerce,E,C,"Persuasion, Active Listening, Service Orientation, Speaking, Negotiation, Social Perceptiveness",onet,Bachelor's or equivalent
49-9096.00,Riggers,Maintenance & Repair,Vocational,R,C,"Operation and Control, Active Listening, Coordination, Critical Thinking, Monitoring, Operations Monitoring",onet,Bachelor's or equivalent
17-2199.08,Robotics Engineers,Engineering,Science,R,I,"Critical Thinking, Active Listening, Complex Problem Solving, Judgment and Decision Making, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
17-3024.01,Robotics Technicians,Engineering,Science,R,C,"Repairing, Troubleshooting, Critical Thinking, Equipment Maintenance, Reading Comprehension, Active Listening",onet,Bachelor's or equivalent
47-5051.00,"Rock Splitters, Quarry",Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening",onet,Bachelor's or equivalent
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Monitoring, Speaking, Active Listening",onet,Bachelor's or equivalent
47-5043.00,"Roof Bolters, Mining",Construction,Vocational,R,C,"Operation and Control, Critical Thinking, Monitoring, Operations Monitoring, Troubleshooting, Active Listening",onet,Bachelor's or equivalent
47-2181.00,Roofers,Construction,Vocational,R,C,"Coordination, Active Listening, Critical Thinking, Monitoring, Operation and Control, Operations Monitoring",onet,Bachelor's or equivalent
47-5012.00,"Rotary Drill Operators, Oil and Gas",Construction,Vocational,R,C,"Critical Thinking, Operation and Control, Operations Monitoring, Monitoring, Active Listening, Instructing",onet,Bachelor's or equivalent
47-5071.00,"Roustabouts, Oil and Gas",Construction,Vocational,R,C,"Critical Thinking, Judgment and Decision Making, Monitoring, Operation and Control, Operations Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
53-5011.00,Sailors and Marine Oilers,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Active Listening, Critical Thinking, Repairing",onet,Bachelor's or equivalent
41-9031.00,Sales Engineers,Sales,Commerce,E,C,"Persuasion, Speaking, Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
11-2022.00,Sales Managers,Management,Commerce,E,C,"Active Listening, Negotiation, Speaking, Critical Thinking, Judgment and Decision Making, Management of Personnel Resources",onet,Bachelor's or equivalent
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales,Commerce,E,C,,onet,Bachelor's or equivalent
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,Commerce,E,C,"Active Listening, Speaking, Negotiation, Persuasion, Social Perceptiveness, Critical Thinking",onet,Bachelor's or equivalent
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales,Commerce,E,C,"Persuasion, Speaking, Active Listening, Negotiation, Social Perceptiveness, Reading Comprehension",onet,Bachelor's or equivalent
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Monitoring, Quality Control Analysis, Troubleshooting",onet,Bachelor's or equivalent
19-3034.00,School Psychologists,Research & Science,Science,S,I,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Monitoring, Social Perceptiveness",onet,Bachelor's or equivalent
13-1161.01,Search Marketing Strategists,Finance,Commerce,E,C,"Complex Problem Solving, Reading Comprehension, Active Learning, Active Listening, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education,Arts,S,I,"Instructing, Active Listening, Learning Strategies, Reading Comprehension, Speaking, Critical Thinking",onet,Bachelor's or equivalent
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Writing, Service Orientation, Time Management",onet,Bachelor's or equivalent
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales,Commerce,E,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Active Learning, Persuasion",onet,Bachelor's or equivalent
49-2098.00,Security and Fire Alarm Systems Installers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Installation, Speaking, Active Listening, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
33-9032.00,Security Guards,Public Safety,Vocational,R,C,"Active Listening, Monitoring, Speaking, Coordination, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
13-1199.07,Security Management Specialists,Finance,Commerce,C,I,"Active Listening, Critical Thinking, Speaking, Judgment and Decision Making, Reading Comprehension, Complex Problem Solving",onet,Bachelor's or equivalent
11-3013.01,Security Managers,Management,Commerce,E,C,"Critical Thinking, Active Listening, Judgment and Decision Making, Reading Comprehension, Complex Problem Solving, Monitoring",onet,Bachelor's or equivalent
47-4091.00,Segmental Pavers,Construction,Vocational,R,C,"Active Listening, Speaking, Coordination, Critical Thinking, Judgment and Decision Making, Operation and Control",onet,Bachelor's or equivalent
25-3021.00,Self-Enrichment Teachers,Education,Arts,S,A,"Speaking, Active Listening, Instructing, Learning Strategies, Active Learning, Critical Thinking",onet,Bachelor's or equivalent
51-9141.00,Semiconductor Processing Technicians,Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Reading Comprehension, Active Listening, Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Monitoring, Operation and Control, Quality Control Analysis, Active Listening",onet,Bachelor's or equivalent
47-5013.00,"Service Unit Operators, Oil and Gas",Construction,Vocational,R,C,"Operations Monitoring, Critical Thinking, Operation and Control, Monitoring, Active Listening, Troubleshooting",onet,Bachelor's or equivalent
27-1027.00,Set and Exhibit Designers,Creative Arts,Arts,A,I,"Active Listening, Reading Comprehension, Critical Thinking, Operations Analysis, Speaking, Time Management",onet,Bachelor's or equivalent
51-6051.00,"Sewers, Hand",Manufacturing,Vocational,R,C,,onet,Bachelor's or equivalent
51-6031.00,Sewing Machine Operators,Manufacturing,Vocational,R,C,Monitoring,onet,Bachelor's or equivalent
47-2211.00,Sheet Metal Workers,Construction,Vocational,R,C,"Coordination, Critical Thinking, Monitoring, Reading Comprehension, Active Listening, Judgment and Decision Making",onet,Bachelor's or equivalent
53-5031.00,Ship Engineers,Logistics & Transport,Vocational,R,C,"Critical Thinking, Operation and Control, Operations Monitoring, Equipment Maintenance, Repairing, Troubleshooting",onet,Bachelor's or equivalent
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Administration,Commerce,C,R,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Monitoring, Time Management",onet,Bachelor's or equivalent
51-6041.00,Shoe and Leather Workers and Repairers,Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Monitoring, Speaking",onet,Bachelor's or equivalent
51-6042.00,Shoe Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Reading Comprehension, Active Listening, Critical Thinking, Monitoring, Operation and Control, Operations Monitoring",onet,Bachelor's or equivalent
49-9097.00,Signal and Track Switch Repairers,Maintenance & Repair,Vocational,R,C,"Troubleshooting, Equipment Maintenance, Repairing, Quality Control Analysis, Critical Thinking, Operations Monitoring",onet,Bachelor's or equivalent
39-5094.00,Skincare Specialists,Personal Services,Vocational,R,S,"Speaking, Service Orientation, Active Listening, Monitoring, Critical Thinking, Reading Comprehension",onet,Bachelor's or equivalent
11-9151.00,Social and Community Service Managers,Management,Commerce,E,S,"Service Orientation, Social Perceptiveness, Active Learning, Active Listening, Complex Problem Solving, Coordination",onet,Bachelor's or equivalent
21-1093.00,Social and Human Service Assistants,Social Service,Arts,S,C,"Active Listening, Social Perceptiveness, Speaking, Service Orientation, Coordination, Reading Comprehension",onet,Bachelor's or equivalent
19-4061.00,Social Science Research Assistants,Research & Science,Science,I,C,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Complex Problem Solving, Speaking",onet,Bachelor's or equivalent
25-1113.00,"Social Work Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Learning Strategies, Active Learning, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
19-3041.00,Sociologists,Research & Science,Science,I,S,"Active Listening, Speaking, Active Learning, Critical Thinking, Reading Comprehension, Writing",onet,Bachelor's or equivalent
25-1067.00,"Sociology Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Learning Strategies, Reading Comprehension, Writing",onet,Bachelor's or equivalent
15-1252.00,Software Developers,Technology,Science,I,C,"Programming, Critical Thinking, Judgment and Decision Making, Active Learning, Reading Comprehension, Systems Analysis",onet,Bachelor's or equivalent
15-1253.00,Software Quality Assurance Analysts and Testers,Technology,Science,I,C,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Monitoring",onet,Bachelor's or equivalent
19-1013.00,Soil and Plant Scientists,Research & Science,Science,I,R,"Active Learning, Critical Thinking, Reading Comprehension, Science, Speaking, Active Listening",onet,Bachelor's or equivalent
47-1011.03,Solar Energy Installation Managers,Construction,Vocational,R,E,"Coordination, Management of Personnel Resources, Monitoring, Time Management, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
17-2199.11,Solar Energy Systems Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Complex Problem Solving, Speaking, Writing, Active Listening",onet,Bachelor's or equivalent
47-2231.00,Solar Photovoltaic Installers,Construction,Vocational,R,C,"Installation, Critical Thinking, Active Listening, Judgment and Decision Making, Monitoring, Operations Monitoring",onet,Bachelor's or equivalent
41-4011.07,Solar Sales Representatives and Assessors,Sales,Commerce,E,C,"Speaking, Persuasion, Reading Comprehension, Service Orientation, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
47-2152.04,Solar Thermal Installers and Technicians,Construction,Vocational,R,C,"Installation, Quality Control Analysis, Reading Comprehension, Active Listening, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
27-4014.00,Sound Engineering Technicians,Creative Arts,Arts,R,A,"Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Operation and Control",onet,Bachelor's or equivalent
11-9179.02,Spa Managers,Management,Commerce,E,C,"Coordination, Monitoring, Speaking, Critical Thinking, Management of Personnel Resources, Service Orientation",onet,Bachelor's or equivalent
25-2056.00,"Special Education Teachers, Elementary School",Education,Arts,S,I,"Active Listening, Instructing, Speaking, Learning Strategies, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
25-2055.00,"Special Education Teachers, Kindergarten",Education,Arts,S,I,,onet,Bachelor's or equivalent
25-2057.00,"Special Education Teachers, Middle School",Education,Arts,S,A,"Active Learning, Active Listening, Instructing, Learning Strategies, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
25-2051.00,"Special Education Teachers, Preschool",Education,Arts,S,A,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Learning Strategies",onet,Bachelor's or equivalent
25-2058.00,"Special Education Teachers, Secondary School",Education,Arts,S,I,"Instructing, Learning Strategies, Reading Comprehension, Speaking, Active Listening, Coordination",onet,Bachelor's or equivalent
